user_id	event_name	ts
463bb09c	start	2019-08-11 11:21:54
5e039b00	finish	
2fa3a1c0	finish	2019-08-19 01:06:05
a450ba16	start	2019-07-06 15:06:06
c9489031	finish	
b5c3a141	start	2019-07-04 11:48:59
bf57bc90	start	2019-08-27 20:10:05
9558b1ca	finish	
20aa9b8d	start	2019-07-05 01:34:02
de1da48e	finish	
43dfae6e	finish	2019-08-24 18:30:47
558ba0fb	start	2019-07-02 09:48:32
ed7bbef1	finish	
	finish	2019-06-21 19:33:18
9e15af48	start	2019-06-27 17:58:37
9d68bee8	finish	2019-08-14 02:36:49
3ab2aef1	finish	
5794b26e	start	2019-07-21 00:48:05
67aaa33d	start	2019-06-10 21:24:27
a638913f	finish	2019-06-14 12:01:41
b2189b73	finish	
e886b7bb	start	2019-07-10 04:10:14
7ccd894e	start	2019-08-23 12:27:27
65beb2dd	finish	2019-08-24 11:02:35
ecd39f51	start	2019-07-09 08:39:40
b8c4b0b5	finish	
651fae35	start	2019-06-24 04:18:42
3f4aa475	finish	
68998283	start	2019-06-24 14:13:35
6e2ead8a	finish	2019-08-24 01:29:06
	finish	2019-08-26 02:03:39
636da2cb	finish	2019-08-14 12:43:37
6257845f	start	2019-08-23 23:58:12
099f8aeb	start	2019-08-23 03:34:55
4cbeaa02	start	2019-08-22 17:39:57
ff9d9b71	start	2019-08-05 23:00:28
ed959f06	start	2019-06-30 11:42:29
3b298669	start	2019-08-28 20:25:41
1e62aca6	finish	2019-08-26 06:55:25
	finish	2019-08-03 07:09:44
a505b654	finish	
0ba4b08a	start	2019-06-27 19:15:31
4e73abdb	start	2019-07-31 16:29:59
3ccfaa33	finish	
3465a3e7	start	2019-08-26 03:54:06
75b98df4	finish	
bafb8279	start	2019-08-22 15:01:17
eef598f4	start	2019-06-18 03:13:41
a1738858	finish	
87c0b653	start	2019-06-14 04:54:47
f18ca761	finish	
1f7a82d7	finish	2019-06-27 18:52:27
	finish	2019-07-30 20:53:46
3ef5a069	finish	2019-06-18 05:43:34
3e3482fc	start	2019-08-14 18:28:29
f5f6887d	finish	2019-08-29 20:35:57
636da2cb	start	2019-08-10 17:18:26
	finish	2019-08-25 15:35:24
fda88993	start	2019-08-20 01:32:57
56f180b3	start	2019-08-21 21:44:17
55d69bc6	start	2019-06-19 13:04:18
3a9eb50e	finish	
1e9c80e9	start	2019-08-02 18:12:48
df4d9db9	start	2019-07-15 01:31:29
	finish	2019-06-23 18:58:40
9953bad4	start	2019-06-08 23:54:41
75c688e7	finish	2019-07-24 20:53:05
beaead79	start	2019-06-17 05:52:59
ba4e81ba	start	2019-06-25 01:07:49
5d0a84c3	finish	2019-08-24 22:40:20
94f69525	start	2019-06-22 21:42:38
582680f3	start	2019-07-26 22:55:33
b6e99446	finish	2019-06-17 19:37:16
ec279e90	finish	
fae4b497	finish	
54d2a903	start	2019-08-23 02:09:20
c208ad69	start	2019-06-22 14:26:34
03ed8862	finish	2019-07-05 01:13:47
2e0f8a75	start	2019-07-27 02:30:37
06088c26	start	2019-08-22 11:26:43
2b3cbb32	start	2019-08-23 17:57:28
72139511	finish	
230cbdc6	start	2019-08-24 03:10:15
6c7888c0	start	2019-08-14 10:46:54
fcd6b27d	finish	2019-08-20 12:18:24
298cbd67	finish	2019-06-19 22:09:11
dda49a13	finish	
724db190	start	2019-06-16 13:36:51
	finish	2019-07-13 17:44:29
c89a9bb8	finish	2019-07-08 20:59:51
	finish	2019-08-09 04:36:23
724db190	start	2019-06-21 22:12:07
5acda4a8	finish	2019-06-22 06:15:29
dbaf9e1d	start	2019-06-20 08:05:14
8353aa8a	finish	2019-07-07 06:18:33
b622a9c1	start	2019-08-24 02:02:17
b010b019	start	2019-06-26 21:59:23
822f8983	start	2019-07-15 20:27:32
a07b8de4	start	2019-07-29 01:12:24
c56d8d23	finish	2019-08-23 00:20:25
871eadb3	start	2019-07-31 05:58:51
0b59b2af	start	2019-07-23 15:57:15
11cbb5b8	finish	2019-08-29 02:02:41
d1dcaf36	start	2019-07-05 21:12:18
e65b9951	start	2019-07-01 02:44:16
2e43927c	finish	2019-06-10 02:36:10
facd9576	finish	2019-07-31 00:22:09
986494cf	finish	2019-08-27 21:47:06
aa2f84ac	start	2019-08-23 23:08:56
54d2a903	finish	2019-08-22 01:27:53
c6dea8d5	start	2019-08-28 01:07:14
78d599f3	finish	2019-06-23 06:57:54
04879b99	finish	
fc068960	start	2019-08-23 19:59:44
32588cf3	start	2019-07-12 04:13:15
20f1ac56	start	2019-07-10 20:50:17
6a72b2d9	start	2019-07-02 19:35:54
7455a7f6	finish	2019-08-09 01:29:51
4aef9f22	finish	2019-08-01 21:22:56
3d3e92a4	finish	2019-06-17 13:48:11
9665b75d	start	2019-06-20 13:43:09
0ae6989c	finish	2019-08-24 17:43:31
4e5cb1a8	finish	2019-06-16 02:31:48
6948b3d3	finish	2019-08-29 15:12:40
5d2fa397	start	2019-08-23 20:58:35
a9d48286	start	2019-08-28 22:42:16
3b738caf	finish	2019-08-23 04:03:04
00bc827c	finish	2019-08-13 01:03:36
f10392ad	start	2019-06-20 02:10:12
	finish	2019-07-01 02:46:00
2586920f	start	2019-06-19 14:39:19
59b793b4	finish	2019-06-24 21:12:02
220f8e0b	start	2019-08-22 00:39:53
45209e66	start	2019-07-31 14:38:09
38b19d46	start	2019-07-12 14:44:31
c89a9bb8	finish	2019-06-22 05:40:28
f2c1b089	finish	2019-07-20 13:42:28
3d8b97f1	finish	
e8bfad9b	finish	2019-08-21 03:09:14
4ac285ec	start	2019-08-22 20:28:47
364087eb	start	2019-08-21 12:16:34
a41db82f	start	2019-08-19 03:45:15
9fadabd5	finish	
74a99db9	finish	2019-06-23 20:01:55
6414be40	start	2019-08-13 03:56:26
f1c6b723	finish	
ef948ec2	start	2019-08-19 18:28:07
31c59821	finish	2019-06-26 19:45:46
faeaa0d2	finish	
e4109e18	start	2019-06-08 17:21:00
0532ae8e	start	2019-08-12 16:41:58
5794b26e	start	2019-07-21 14:59:19
212caa35	finish	2019-06-12 03:33:15
f208bd00	finish	2019-07-04 01:17:16
a616b321	finish	2019-08-12 00:01:40
cc068618	start	2019-07-23 14:51:40
ba37af5a	start	2019-07-20 19:53:23
94fb9550	start	2019-08-03 22:51:43
d092a7f2	finish	
e8089211	start	2019-08-23 20:07:50
5e4d9a43	finish	
b7f992ea	start	2019-08-19 20:15:24
3f42bc5a	finish	
c00ea15c	start	2019-08-28 04:33:54
d7408090	start	2019-06-16 23:27:58
	finish	2019-07-13 07:37:54
0f8481cd	finish	
e59086b8	finish	2019-08-28 18:24:29
3f4aa475	finish	2019-08-26 18:32:43
da908c15	finish	
637288ea	start	2019-08-04 21:07:37
16f2a4c1	finish	2019-06-23 18:01:30
196d83cc	start	2019-08-26 19:50:12
717a8fec	finish	
5689a5d8	finish	2019-07-27 10:25:00
7f1ab1a3	finish	2019-08-13 22:29:51
	finish	2019-07-27 14:28:20
a070b410	finish	2019-06-08 16:29:20
daa59858	finish	2019-06-30 17:16:33
13ae9e11	start	2019-08-28 02:56:03
7b3cae82	finish	2019-08-27 02:27:45
b9b18539	start	2019-07-14 00:48:52
ab968417	finish	2019-08-24 00:54:14
e9199c06	finish	
e25c91b3	finish	2019-06-08 12:57:41
67568173	start	2019-08-21 19:22:56
031f8e7b	finish	2019-07-24 18:05:58
72139511	start	2019-08-08 23:45:39
031cabfe	finish	2019-08-22 19:52:58
6696a940	finish	2019-07-07 05:22:16
389283af	finish	
a14891f8	finish	
f8799024	finish	2019-07-27 03:52:58
457e8ebb	start	2019-07-08 18:43:47
09148152	finish	2019-06-16 22:01:08
40918ecb	start	2019-07-05 20:55:30
4267b979	start	2019-07-30 22:47:10
62b087a8	finish	2019-07-05 01:34:58
099f8aeb	finish	2019-08-28 14:58:28
957785b8	finish	2019-08-17 07:32:04
	finish	2019-08-17 18:56:13
09fa94d9	finish	
a6a2a844	start	2019-08-23 23:33:46
41edb02d	finish	2019-07-03 06:32:25
06f4a884	start	2019-06-18 05:12:26
	finish	2019-08-26 07:25:44
6dc7a858	start	2019-08-13 03:12:34
57e9a030	finish	2019-06-17 06:28:53
87d295be	finish	
7455a7f6	finish	2019-08-03 13:20:18
eef8b22f	start	2019-08-08 22:00:09
656b8353	finish	
59b793b4	start	2019-06-25 07:35:30
d0af87e8	finish	
b8c4b0b5	start	2019-06-28 11:27:15
15538cff	start	2019-06-25 01:25:31
d6c8a4df	start	2019-07-23 23:26:24
	finish	2019-07-28 21:46:14
08998b0d	start	2019-08-17 01:48:05
f75bb9c1	finish	2019-08-10 14:36:34
f633a34f	start	2019-08-26 01:47:16
c19488e3	finish	
db0db007	start	2019-07-03 12:53:14
baa7b26a	start	2019-06-19 14:32:17
a265ae9b	start	2019-08-24 03:15:04
1936b1a3	finish	2019-07-11 05:37:07
7514bc65	finish	
e886b7bb	finish	
399099e3	finish	
	finish	2019-07-12 23:24:13
c1edbf00	finish	
64a88579	finish	2019-08-17 00:48:18
943d9ae7	finish	
5491a327	start	2019-06-16 01:27:49
	finish	2019-06-02 11:38:45
5fab989e	finish	2019-08-24 22:53:54
27168fa7	start	2019-06-08 15:44:15
525e9503	finish	2019-07-25 20:06:29
f480a5a6	start	2019-08-06 20:57:57
d11b907a	start	2019-08-27 09:41:33
bf8b9007	start	2019-08-26 19:38:33
cb1b98bd	start	2019-07-10 15:58:19
26ce9c8a	start	2019-08-11 22:35:30
9dc4a43e	start	2019-06-24 00:29:16
0c6aa763	start	2019-06-11 04:44:54
d4e7bec6	finish	2019-06-19 19:25:58
8977b83a	start	2019-07-23 03:57:54
bbd2ba6a	start	2019-06-12 16:00:14
ed42a770	finish	2019-06-29 12:25:56
10ad812d	start	2019-08-26 19:34:28
20f1ac56	finish	2019-06-27 16:09:21
fad9aca8	finish	
	finish	2019-07-07 08:50:03
39eba2be	start	2019-07-13 17:22:44
00bcb302	finish	
4a6da199	start	2019-08-04 18:45:47
7be6bcfa	finish	2019-07-01 23:05:24
35dd8d9e	start	2019-08-01 00:57:28
54d2a903	finish	
	finish	2019-08-09 01:37:03
0f5d8d4f	start	2019-07-21 12:09:06
df338fb1	finish	2019-07-20 21:13:49
4e73abdb	start	2019-08-03 10:19:49
	finish	2019-08-19 14:36:53
4a6da199	finish	2019-08-04 18:48:49
99888a0e	start	2019-08-11 20:18:37
0ff98316	start	2019-07-10 18:28:32
	finish	2019-08-22 23:46:22
e90b9083	start	2019-06-11 05:36:14
a5b4862e	start	2019-06-09 18:17:42
fedf9518	start	2019-06-16 13:52:21
78ff9584	start	2019-08-10 12:27:06
ae4599bb	start	2019-06-29 03:00:39
ba84b473	start	2019-06-13 13:03:17
4f37916f	finish	2019-07-25 13:25:58
0bd2a041	finish	2019-06-17 22:57:20
	finish	2019-06-13 04:59:33
fa52a6d8	start	2019-08-18 20:51:13
253db158	start	2019-06-21 19:47:32
70c2a87e	finish	2019-06-15 16:44:55
ad7fb848	finish	
af749d08	finish	2019-08-15 14:27:19
24f18c60	finish	
573488ee	start	2019-08-05 01:13:43
8937b040	start	2019-06-10 05:02:44
baaf8171	start	2019-06-15 20:29:02
8c659f34	finish	
816ba40b	start	2019-06-28 12:55:06
ccfeac8f	start	2019-07-21 18:35:22
09b3bb5d	finish	2019-06-13 21:16:33
40cea3fa	finish	
a0c294ac	start	2019-06-21 05:27:55
cddd98f5	finish	2019-08-28 06:06:56
	finish	2019-08-23 03:09:21
8f8f94b1	start	2019-07-06 04:33:56
9e15af48	finish	2019-06-22 03:23:02
16239450	start	2019-06-09 19:53:46
704aadce	finish	2019-08-23 19:30:46
e7429c13	finish	2019-06-09 11:40:19
2ea7ada2	finish	2019-06-24 07:08:57
9146be4a	finish	
3cf9b14b	finish	
7a46b6e2	start	2019-07-16 20:17:31
1608be07	start	2019-07-30 05:46:13
fdf2b05b	start	2019-08-05 00:59:34
e29a91a0	finish	
bf29b6d0	start	2019-08-03 05:15:48
ee559b2a	start	2019-08-25 04:49:53
74e1b4ca	start	2019-06-08 12:27:58
3616912b	start	2019-08-14 23:33:37
b8109ea1	finish	2019-08-21 15:33:29
6a289a4b	start	2019-07-29 16:34:33
a4b6af25	start	2019-06-17 05:21:38
17069c58	start	2019-07-16 01:22:38
10ad812d	finish	2019-08-25 12:31:47
d9d3b4f5	start	2019-08-23 15:34:51
cebf9a58	finish	2019-08-18 00:48:51
	finish	2019-06-09 06:07:42
	finish	2019-08-11 21:55:14
7f1ab1a3	start	2019-08-11 10:31:14
0b5bab6e	start	2019-08-28 02:18:06
722db327	start	2019-07-14 11:28:33
a265ae9b	start	2019-08-23 14:57:07
52818406	start	2019-07-01 17:02:07
39e1a77a	start	2019-08-09 14:41:18
23b0b9e6	finish	
549994a9	start	2019-06-15 14:38:20
9522979b	start	2019-08-25 22:57:23
94fb9550	finish	
	finish	2019-06-28 23:09:02
	finish	2019-06-16 12:53:26
ad42831c	finish	2019-08-12 09:00:49
02d99fdb	finish	
0dd0bf72	finish	2019-06-21 00:31:20
ade581cb	finish	2019-06-24 03:18:51
09678298	start	2019-08-04 01:50:05
83e782e5	start	2019-08-22 07:21:23
1608be07	finish	2019-07-30 05:47:02
784eb47e	finish	
d5fd9afb	start	2019-08-26 17:23:37
16239450	finish	
596c8e56	start	2019-07-07 09:43:05
d1078b43	start	2019-08-05 20:03:50
326cb193	start	2019-07-22 11:17:38
5362a22b	finish	
7a5891e2	start	2019-06-09 18:17:15
	finish	2019-08-23 18:29:26
8d099dea	finish	2019-06-21 02:38:50
54b98232	finish	
f1c6b723	start	2019-08-25 23:15:09
1814ba82	finish	
e415bbde	start	2019-08-28 21:09:49
7183838c	finish	2019-06-13 18:54:51
a279bfcd	start	2019-06-14 04:48:08
32349b33	start	2019-07-10 04:32:38
c74691b4	start	2019-06-20 01:21:59
80deb3ca	finish	
3988b20e	finish	2019-08-09 17:49:06
4ac185d9	start	2019-06-12 14:16:50
347bb656	finish	2019-08-08 22:36:04
	finish	2019-08-22 21:17:34
c3b28747	start	2019-08-22 14:59:52
834f83c2	finish	2019-07-04 00:58:59
62569ba3	start	2019-08-25 23:36:31
aac78cc3	start	2019-08-21 09:33:49
749983f8	finish	
463bb09c	start	2019-08-14 13:43:24
59b793b4	finish	2019-06-25 14:50:09
66fd9e04	start	2019-08-22 13:36:11
031cbf76	start	2019-06-19 20:28:51
12e38c08	start	2019-06-17 03:27:03
128a8070	finish	2019-06-09 12:15:26
ad5c8dcc	finish	
2cb69f5b	finish	2019-06-29 16:25:23
e637ab6d	start	2019-08-23 17:59:08
840dbae1	finish	2019-06-29 22:34:23
b8788c0b	start	2019-08-17 06:41:43
e96abb3b	finish	2019-08-16 06:21:14
724db190	start	2019-06-16 15:03:40
0fc899a7	finish	2019-06-27 18:56:43
b177a912	start	2019-08-27 01:05:31
dc4c8089	start	2019-08-21 21:12:42
56ff98a5	start	2019-07-07 05:14:11
7f6988af	start	2019-08-27 15:40:49
cd2bb0bf	finish	
2d83a1e1	finish	
23dfb38d	start	2019-08-16 11:20:16
f358a5f7	start	2019-07-10 22:20:24
4b1d8336	start	2019-08-28 03:14:14
61f39cd3	start	2019-08-10 16:36:29
4d91bbc3	start	2019-08-20 19:53:04
dacdbb0e	finish	
13248c06	start	2019-07-30 01:35:54
566ca397	start	2019-08-10 22:15:09
816ebdbe	start	2019-08-17 11:42:22
82d9aca6	finish	2019-08-27 21:55:44
c142ad06	start	2019-06-05 21:13:19
e67c92a9	finish	2019-07-23 21:56:31
2739ad05	finish	
8912ab41	finish	
5634ab18	finish	2019-07-10 15:58:58
b65eaea7	start	2019-08-29 23:16:59
d531ad1d	finish	2019-08-12 00:36:41
	finish	2019-08-27 23:43:25
6dc7a858	start	2019-08-15 01:13:24
cc28b644	finish	
a728bfd8	finish	2019-07-23 04:23:21
1a959225	start	2019-07-02 13:05:30
b20d88c5	finish	
5b2b816b	finish	
f9a694df	start	2019-08-06 20:51:04
0f36be1f	finish	2019-07-28 04:00:21
f0a1916d	start	2019-07-03 00:38:36
3779bd3c	finish	
d092a7f2	finish	2019-07-27 17:26:47
e7268340	finish	2019-08-11 00:38:03
14269d89	finish	2019-06-21 17:36:25
b1818ca7	finish	2019-06-16 11:07:04
7de68d94	start	2019-08-25 17:05:38
	finish	2019-06-27 06:12:41
	finish	2019-07-12 06:38:10
	finish	2019-07-22 23:12:15
1de98711	start	2019-08-13 01:04:47
2146a72c	finish	2019-06-12 21:54:15
a9f7810b	start	2019-08-10 14:47:49
41f1aac1	finish	2019-06-21 21:10:53
	finish	2019-08-21 04:41:35
8325ac7b	finish	2019-08-19 00:36:47
e29e8a51	start	2019-07-26 04:11:14
9f50b6d9	finish	
38b19d46	finish	2019-07-15 14:11:43
710eb82d	start	2019-07-24 09:52:28
c2a28125	finish	2019-07-09 21:38:59
84bdb126	start	2019-07-30 21:15:00
22daa3e6	finish	2019-06-28 00:33:52
1386822b	finish	2019-07-09 03:33:01
f0c79bc9	finish	
2718a5d7	finish	2019-08-15 03:54:30
93798e9b	start	2019-06-19 06:52:30
298cbd67	start	2019-06-19 21:59:22
12e38c08	finish	2019-06-29 08:52:34
23daa977	start	2019-07-13 11:08:08
506e8c43	start	2019-07-18 10:23:13
8228a4bf	start	2019-06-21 14:47:48
f36bb800	start	2019-06-15 02:47:56
d110ad0e	start	2019-06-07 08:26:58
	finish	2019-08-03 02:08:03
a07da6cf	finish	2019-07-05 22:54:56
3c88bc50	start	2019-08-24 02:58:47
dfd3abf0	start	2019-08-29 19:57:34
bd35b33c	finish	2019-08-25 18:55:54
d5d5a079	start	2019-08-19 12:20:40
	finish	2019-08-20 17:23:47
75ab8b34	start	2019-08-23 12:23:46
b53e98fc	start	2019-06-11 09:12:26
ab5f9559	finish	2019-08-24 22:41:26
c6248d5f	start	2019-07-17 00:08:05
573488ee	finish	2019-08-07 01:00:17
4ea3b385	finish	2019-08-02 04:51:45
952ca17f	finish	2019-08-18 04:04:59
1c389748	start	2019-06-13 12:37:25
344e961b	finish	
d531ad1d	start	2019-08-13 19:01:52
4540a5f6	start	2019-08-22 09:06:07
65268774	finish	
95f7b654	start	2019-08-21 03:36:39
38d6985a	start	2019-08-07 06:37:22
4971be41	start	2019-07-05 01:16:19
272495e6	finish	2019-07-20 03:18:36
0605b31e	start	2019-06-27 19:49:10
fe9fa1f8	start	2019-08-05 19:23:13
c642b8a3	start	2019-07-26 23:36:33
b7089828	start	2019-07-05 16:50:01
f7879c75	start	2019-06-24 06:25:28
6738a28a	finish	2019-08-19 07:13:04
6414be40	start	2019-08-18 23:14:19
77f4b894	start	2019-08-19 13:19:30
099f8aeb	start	2019-08-29 12:51:10
d48ba242	finish	2019-08-23 06:47:08
99239c48	start	2019-08-24 17:24:16
323e9d6b	start	2019-07-03 06:14:00
cc3eb6ea	start	2019-08-17 12:38:35
	finish	2019-08-19 00:16:04
7f6988af	finish	2019-08-23 04:13:23
abcbbc08	finish	2019-08-29 21:17:35
0767a11d	finish	
dc97a2a1	finish	2019-06-12 04:13:09
9750bfc3	start	2019-06-27 18:18:09
8f49a2b6	finish	2019-08-18 15:54:53
	finish	2019-06-08 18:45:22
46ab985a	start	2019-07-14 16:12:13
6b83a7d1	start	2019-07-02 21:59:51
2739ad05	start	2019-08-29 17:57:17
f1c6b723	start	2019-08-27 21:57:43
bad0b591	start	2019-07-02 17:18:04
e8c69f2c	start	2019-06-16 18:04:14
549994a9	start	2019-06-12 14:25:01
7d74a24c	start	2019-06-17 14:02:14
bf349d48	start	2019-08-18 01:58:07
0ecd8286	start	2019-08-04 00:20:34
94c8ae77	finish	2019-06-16 18:49:51
	finish	2019-08-07 23:44:03
031cabfe	start	2019-08-25 14:22:24
69048a48	finish	2019-07-27 23:58:02
a54eac5a	finish	2019-06-13 01:23:42
b7cd8ae5	start	2019-08-20 12:54:27
0564846d	start	2019-07-13 07:00:35
f98ba71a	finish	
e765894e	finish	2019-07-18 18:07:57
7e0dbce1	start	2019-07-07 21:00:25
2794bc15	start	2019-08-22 19:36:33
	finish	2019-06-14 23:50:37
9f469a3e	finish	
8602944f	finish	
814a9ddb	finish	2019-06-15 16:05:49
	finish	2019-08-11 15:47:03
22f09505	finish	2019-07-08 03:27:25
767ab139	start	2019-06-08 19:47:41
1a74b4dc	finish	2019-07-13 10:26:48
a0aa93e3	finish	2019-08-02 23:34:53
6967a7d8	finish	
f77183d7	start	2019-08-10 20:14:15
326cb193	finish	2019-07-16 01:00:25
5d95adf3	start	2019-08-17 07:47:46
6908bb7c	start	2019-08-27 18:26:40
d8acb07c	start	2019-06-16 13:34:46
f08fa63a	start	2019-08-20 05:02:40
6967a7d8	finish	2019-07-09 13:38:02
8a60a2c0	finish	2019-07-15 14:46:56
fefd81ce	finish	
8707bee5	start	2019-06-25 05:06:40
36a2a0b0	finish	2019-07-04 23:48:48
7ec4974f	start	2019-08-22 22:42:02
d58aa8e4	finish	2019-08-28 00:54:00
e60bab90	start	2019-08-08 09:37:50
b964b1b4	start	2019-08-19 15:14:49
	finish	2019-07-03 22:20:32
cf8ebb43	start	2019-06-13 09:48:48
4c2fade8	start	2019-08-23 02:40:04
34c3a1d8	start	2019-07-01 22:40:45
573488ee	start	2019-08-02 20:42:39
a2dfb7a3	start	2019-08-11 04:50:40
4e73abdb	start	2019-08-04 19:58:48
cce3b720	finish	2019-06-13 20:15:36
94299179	finish	
81aca123	start	2019-08-04 00:41:56
a57fb12d	start	2019-08-18 12:11:43
	finish	2019-08-09 03:35:28
	finish	2019-07-05 04:04:31
2ad599d4	start	2019-08-10 10:52:49
1ffd99b7	start	2019-08-12 13:16:51
ed14b74c	finish	
9e298846	start	2019-07-31 19:16:14
7a12ac0c	finish	2019-07-22 19:01:39
f2c1b089	finish	2019-07-14 15:47:03
871eadb3	start	2019-08-01 23:54:13
	finish	2019-08-29 05:24:47
f7e29825	start	2019-08-02 01:34:16
e29e9079	start	2019-06-24 00:06:42
7f46b8e9	finish	2019-06-19 13:17:58
918fb2db	finish	2019-07-06 05:05:14
f1c6b723	start	2019-08-28 02:35:32
d126abb4	start	2019-08-24 14:46:00
2b50b6b8	start	2019-08-22 18:16:35
2fe6bf08	finish	2019-07-31 04:42:35
1cbc991d	finish	2019-08-23 23:43:36
e392ba4d	finish	2019-07-16 02:32:58
14ab91ef	finish	2019-06-29 10:50:56
00e29014	finish	2019-08-29 14:30:16
0737a6f9	start	2019-06-13 16:06:11
7606903e	start	2019-08-25 16:35:56
840dbae1	start	2019-06-29 22:21:39
da1bb5a9	start	2019-06-26 19:47:33
8540a600	finish	2019-08-20 11:17:47
5c469c9e	start	2019-07-16 21:20:28
749983f8	finish	
d825bc96	finish	2019-06-14 11:37:26
	finish	2019-08-19 22:44:14
8994a740	start	2019-08-22 12:10:58
13f1ac07	start	2019-06-24 23:39:29
7be6bcfa	finish	2019-07-13 02:12:34
2e1d98fa	start	2019-07-06 07:56:02
33368d46	start	2019-06-07 17:36:37
f829862a	finish	2019-08-27 17:16:29
b83da49c	finish	2019-06-12 21:12:40
56d09cc2	start	2019-06-23 11:11:26
30caa7dd	start	2019-08-05 15:24:40
79bc9579	start	2019-06-25 03:03:48
4cd7b408	finish	2019-08-19 17:30:51
6fbeac2d	finish	2019-07-09 13:59:13
daa3a92b	start	2019-08-18 16:27:34
d69f9e01	finish	2019-06-25 18:01:06
	finish	2019-08-13 23:27:13
	finish	2019-07-29 04:46:26
9c029238	start	2019-06-20 05:40:34
80deb3ca	start	2019-08-22 22:11:14
36d3a586	finish	2019-07-17 12:46:03
	finish	2019-06-04 17:08:55
92ac97c4	start	2019-07-27 03:09:30
9742b323	finish	2019-08-01 19:54:44
bec3a5cf	start	2019-07-24 02:54:26
d63cb118	finish	2019-08-19 00:16:20
c684945c	start	2019-08-24 14:39:13
99239c48	finish	
446d8be8	finish	
26669329	start	2019-07-15 21:55:38
	finish	2019-08-02 22:13:25
2c1b9073	finish	
	finish	2019-07-16 22:15:51
45ad9dbf	start	2019-07-10 16:27:10
c606ae1b	finish	2019-08-06 17:07:29
2848be51	finish	2019-08-29 20:43:07
4adeb8df	finish	2019-08-29 23:11:44
b3ebb217	start	2019-07-29 14:05:49
f191990c	start	2019-06-18 02:14:28
c1b6941a	start	2019-07-29 05:19:28
bed6be9d	finish	2019-06-02 18:00:15
aff68ff5	finish	
87a48f15	start	2019-08-08 15:03:48
a11fbd58	start	2019-07-06 00:56:59
6925b8a8	finish	
3f4aa475	start	2019-08-22 13:56:23
27e1a87c	start	2019-08-23 00:44:48
25d2ac8c	start	2019-08-18 03:10:38
4744b944	start	2019-06-09 12:44:36
ba90a9fb	finish	2019-06-16 22:14:12
4267b979	start	2019-07-31 00:29:06
1b81b3ba	finish	2019-08-22 01:26:01
b140aaf7	finish	
98c9abf0	start	2019-06-23 16:04:05
6599931d	finish	2019-06-30 19:00:56
bfd7adb3	start	2019-08-21 15:26:29
	finish	2019-07-13 13:10:50
fadd85a8	start	2019-07-09 10:07:31
a383817d	finish	2019-08-11 13:31:57
b1de8214	start	2019-07-27 01:30:32
851e83b5	start	2019-07-25 03:49:03
20f1ac56	start	2019-06-29 14:35:09
f87181eb	finish	2019-08-09 02:31:02
ac06bd43	start	2019-06-12 12:23:39
3500a5f7	finish	2019-07-22 02:31:22
7691a823	start	2019-06-20 15:44:01
997083db	finish	
ee869e83	start	2019-07-18 17:39:29
64bd9919	start	2019-06-12 23:44:18
9ef78b21	start	2019-06-18 15:03:06
980b87f8	finish	2019-07-04 18:36:27
75aeba6f	finish	
6c7888c0	finish	
49a3a80c	finish	2019-07-19 22:20:42
	finish	2019-06-28 20:26:59
65fab1b8	finish	2019-06-28 13:44:23
c00ea15c	finish	
31549f4c	start	2019-08-22 11:35:33
253292c7	start	2019-06-26 18:33:41
a0bfb14c	start	2019-07-02 18:41:06
4ac3819a	finish	2019-07-10 21:17:36
996380b6	finish	
ff84bee0	finish	
596c8e56	start	2019-07-06 13:13:51
a71db28e	start	2019-08-06 16:57:44
9a29bbc4	finish	2019-07-30 17:39:31
c89a9bb8	finish	
fa10aca1	finish	
274986a2	start	2019-06-25 18:27:23
	finish	2019-07-08 20:10:14
b9bc9bf0	finish	2019-08-07 00:11:09
367e859d	finish	2019-07-17 15:42:37
d036937b	finish	
1936b1a3	start	2019-07-16 02:21:20
66519d03	finish	2019-08-26 19:48:29
e1bca364	finish	
1da5a5ad	start	2019-08-16 03:40:35
9ecd8bc6	start	2019-07-06 13:42:49
11b1a96c	start	2019-08-12 09:19:44
f595a3a9	start	2019-08-13 22:27:55
8affb5e0	start	2019-08-12 21:08:46
0d278d82	start	2019-08-19 06:03:00
f8799024	start	2019-07-27 03:39:53
b1998368	start	2019-06-02 14:55:49
	finish	2019-08-27 18:42:23
31c799de	finish	2019-08-10 07:15:24
5d2eae55	start	2019-07-23 22:53:40
8a1d88f3	start	2019-08-16 18:24:15
5c518d6a	finish	2019-06-09 00:50:40
	finish	2019-08-22 03:31:28
c5fd84a6	finish	
56eda165	start	2019-07-06 15:04:12
003ebeb2	finish	
6a92ad73	start	2019-06-28 00:53:16
8e48b4a5	finish	2019-08-07 16:18:46
61d591ef	start	2019-07-12 16:17:00
fcd6b27d	finish	2019-08-27 10:07:51
326cb193	start	2019-07-12 16:33:08
28e5b895	start	2019-06-08 10:08:53
5b039041	start	2019-06-25 16:29:21
9a3a8c09	start	2019-08-13 09:45:51
8e28853f	start	2019-06-23 19:36:30
f1c6b723	finish	2019-08-25 17:55:41
97f4a8cd	start	2019-06-30 02:21:58
d39297c0	start	2019-08-29 12:52:53
596c8e56	start	2019-07-03 16:03:17
ae4ca08f	start	2019-07-03 01:38:04
0276afef	start	2019-06-11 06:33:38
816ba40b	finish	2019-06-22 15:34:23
99df8c9e	finish	2019-06-30 21:34:37
e641a5ff	start	2019-07-11 04:52:00
